qml_fajl	felirat	kategoria	indok	hivatalos_kulcs	hivatalos_en
PicasaPy/OptionsTabGeneral.qml	Keep	segedszoveg	A fenti saját megerősítő kérdés Nem gombjának felirata.		
PicasaPy/OptionsTabGeneral.qml	Language:	mero-vakfolt	A magyar szövegünk betűre egyezik az options/labelgroup25.title hivatalos magyarjával.	options/labelgroup25.title	
PicasaPy/OptionsTabGeneral.qml	Never check for updates	elteres	Ugyanaz a frissítési tétel; angol hivatalos szöveg nincs. Hivatalos magyar: „Ne keressen frissítést” — nálunk: „Soha ne keressen frissítést”.	options/item24.title	
PicasaPy/OptionsTabGeneral.qml	Prompt before downloading updates	elteres	Ugyanaz a frissítési tétel; angol hivatalos szöveg nincs. Hivatalos magyar: „Mindig tegyen fel kérdést a frissítések letöltése előtt” — nálunk: „Kérdezzen a frissítések letöltése előtt”.	options/item23.title	
PicasaPy/OptionsTabGeneral.qml	Remove from album without confirmation	mero-vakfolt	A magyar szövegünk betűre egyezik az options/DoNotConfirmRemoveFromAlbum.title hivatalos magyarjával.	options/DoNotConfirmRemoveFromAlbum.title	
PicasaPy/OptionsTabGeneral.qml	Send anonymous usage statistics	elteres	Ugyanaz a jelölőnégyzet; angol hivatalos szöveg nincs. Hivatalos magyar: „Névtelen használati statisztikák küldése a Google részére” — nálunk: „Névtelen használati statisztika küldése”.	options/usagestats.title	
PicasaPy/OptionsTabGeneral.qml	Show tooltips	mero-vakfolt	A magyar szövegünk betűre egyezik az options/ShowTooltips.title egyik hivatalos magyar változatával.	options/ShowTooltips.title	
PicasaPy/OptionsTabGeneral.qml	Single click to exit the editing view	elteres	Ugyanaz a jelölőnégyzet; angol hivatalos szöveg nincs. Hivatalos magyar: „Szerkesztési nézetből való kilépés egy kattintással” — nálunk: „Kilépés a szerkesztőnézetből egy kattintással”.	options/SingleClickExit.title	
PicasaPy/OptionsTabGeneral.qml	Update automatically	mero-vakfolt	A magyar szövegünk betűre egyezik az options/item22.title hivatalos magyarjával.	options/item22.title	
PicasaPy/OptionsTabGeneral.qml	Use special effects	mero-vakfolt	A magyar szövegünk betűre egyezik az options/UITransitions.title hivatalos magyarjával.	options/UITransitions.title	
PicasaPy/OptionsTabGeneral.qml	User interface:	elteres	Ugyanaz a csoportcímke; angol hivatalos szöveg nincs. Hivatalos magyar: „Kezelőfelület:” — nálunk: „Felhasználói felület:”.	options/labelgroup4.title	
PicasaPy/OptionsTabNameTags.qml	Clustering threshold:	elteres	Ugyanaz a csúszka-címke; angol hivatalos szöveg nincs. Hivatalos magyar: „Csoportküszöb:” — nálunk: „Csoportosítási küszöb:”.	options/labelgroup181.title	
PicasaPy/OptionsTabNameTags.qml	Enable face detection	elteres	Ugyanaz a jelölőnégyzet; angol hivatalos szöveg nincs. Hivatalos magyar: „Arcfelismerés bekapcsolása” — nálunk: „Arcfelismerés engedélyezése”.	options/enablefacedetection.title	
PicasaPy/OptionsTabNameTags.qml	Enable suggestions:	mero-vakfolt	A magyar szövegünk betűre egyezik az options/enablefacesuggestions.title hivatalos magyarjával.	options/enablefacesuggestions.title	
PicasaPy/OptionsTabNameTags.qml	Store name tags in the file	elteres	Ugyanaz a jelölőnégyzet; angol hivatalos szöveg nincs. Hivatalos magyar: „Névcímkék tárolása a fotón” — nálunk: „Névcímkék tárolása a fájlban”.	options/persistfacetofile.title	
PicasaPy/OptionsTabNameTags.qml	Suggestion threshold:	mero-vakfolt	A magyar szövegünk betűre egyezik az options/labelgroup176.title hivatalos magyarjával.	options/labelgroup176.title	
PicasaPy/OptionsTabNameTags.qml	Upload contact thumbnails to Google Contacts	elteres	Ugyanaz a jelölőnégyzet; angol hivatalos szöveg nincs. Hivatalos magyar: „Az Emberek album indexképeinek feltöltése a Google Címtárba” — nálunk: „Névjegy-bélyegképek feltöltése a Google Címtárba”.	options/uploadcontactphotos.title	
PicasaPy/OptionsTabNetwork.qml	Automatically detect network settings	mero-vakfolt	A magyar szövegünk betűre egyezik az options/autoproxy.title hivatalos magyarjával.	options/autoproxy.title	
PicasaPy/OptionsTabNetwork.qml	Browse...	segedszoveg	'Tallozas...' gomb a napofajl kivalasztasahoz - az eredetiben (ha volt) natív OS fajlvalaszto dialogus gombja lett volna, nem Picasa-authoralt sztring, ezert nincs a korpuszban - ugyanaz az indoklas, mint a tobbi 'Browse...' elofordulasnal a projektben.		
PicasaPy/OptionsTabNetwork.qml	Detailed log information	elteres	Ugyanaz a naplózási szint-tétel; angol hivatalos szöveg nincs. Hivatalos magyar: „Részletes naplóadatok” — nálunk: „Részletes naplóinformáció”.	options/item140.title	
PicasaPy/OptionsTabNetwork.qml	Disable logging	elteres	Ugyanaz a naplózási szint-tétel; angol hivatalos szöveg nincs. Hivatalos magyar: „Naplózás letiltása” — nálunk: „Naplózás kikapcsolása”.	options/item137.title	
PicasaPy/OptionsTabNetwork.qml	Log all network information	elteres	Ugyanaz a naplózási szint-tétel; angol hivatalos szöveg nincs. Hivatalos magyar: „Az összes hálózati információ naplózása” — nálunk: „Minden hálózati információ naplózása”.	options/item141.title	
PicasaPy/OptionsTabNetwork.qml	Log errors only	mero-vakfolt	A magyar szövegünk betűre egyezik az options/item138.title hivatalos magyarjával.	options/item138.title	
PicasaPy/OptionsTabNetwork.qml	Log file:	elteres	A Hálózat fül naplófájl-mezőjének címkéje; angol hivatalos szöveg nincs. Hivatalos magyar: „Napló:” — nálunk: „Naplófájl:”.	options/labelgroup142.title	
PicasaPy/OptionsTabNetwork.qml	Minimal log information	elteres	Ugyanaz a naplózási szint-tétel; angol hivatalos szöveg nincs. Hivatalos magyar: „Minimális mennyiségű naplóadat” — nálunk: „Minimális naplóinformáció”.	options/item139.title	
PicasaPy/OptionsTabNetwork.qml	Network logging level:	elteres	Az options.fen Hálózat fülének ugyanazon címkéje; angol hivatalos szöveg nincs. Hivatalos magyar: „Hálózati események naplózási szintje:” — nálunk: „Hálózati naplózás szintje:”.	options/labelgroup135.title	
PicasaPy/OptionsTabNetwork.qml	Proxy password:	elteres	Az options.fen Hálózat fülének ugyanazon mezője (options/labelgroup132.title); angol hivatalos szöveg nincs. Hivatalos magyar: „Jelszó a proxyhoz:” — nálunk: „Proxy-jelszó:”.	options/labelgroup132.title	
PicasaPy/OptionsTabNetwork.qml	Proxy username (Windows only):	elteres	Az options.fen Hálózat fülének ugyanazon mezője (options/labelgroup130.title); angol hivatalos szöveg nincs. Hivatalos magyar: „Felhasználónév a proxyhoz:” — nálunk: „Proxy-felhasználónév (csak Windows):”.	options/labelgroup130.title	
PicasaPy/OptionsTabPrinting.qml	Available print sizes:	elteres	Ugyanaz a címke (Beállítások ▸ Nyomtatás). Hivatalos: „Rendelkezésre álló nyomtatási méretek:” → nálunk: „Választható nyomtatási méretek:”.	options/label107.title	Available print sizes: (enUK)
PicasaPy/OptionsTabPrinting.qml	General (Lanczos-3)	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („Általános (Lanczos-3)”).	options/radio126.title	
PicasaPy/OptionsTabPrinting.qml	Printer quality (Windows only):	elteres	Ugyanaz a csoportcímke (Beállítások ▸ Nyomtatás); nálunk „(csak Windows)” toldással, kódkomment nélkül. Hivatalos: „Nyomtató minősége:” → nálunk: „Nyomtatási minőség (csak Windows):”.	options/labelgroup120.title	Printer quality: (enUK)
PicasaPy/OptionsTabPrinting.qml	Resizing algorithm quality:	elteres	Ugyanaz a csoportcímke (Beállítások ▸ Nyomtatás). Hivatalos: „Nyomtatási mintavételezési minőség:” → nálunk: „Átméretező algoritmus minősége:”.	options/labelgroup124.title	Print resampler quality: (enUK)
PicasaPy/OptionsTabPrinting.qml	Use high resolution previews (slower)	elteres	Ugyanaz a jelölőnégyzet (Beállítások ▸ Nyomtatás). Hivatalos: „Magas minőségű előnézetek használata (lassabb)” → nálunk: „Nagy felbontású előnézetek használata (lassabb)”.	options/PrintProxyPreview.title	Use high quality previews (slower) (enUK)
PicasaPy/OptionsTabPrinting.qml	Very sharp (Lanczos-8)	elteres	Ugyanaz a rádiógomb (Beállítások ▸ Nyomtatás). Hivatalos: „Extra éles (Lanczos-8)” → nálunk: „Nagyon éles (Lanczos-8)”.	options/radio127.title	Extra sharp (Lanczos-8) (enUK)
PicasaPy/OptionsTabSlideshow.qml	Browse...	mero-vakfolt	A mi magyarunk a hivatalossal egyezik, csak …/... eltérés („Tallózás…”, Beállítások ▸ Diavetítés).	options/MP3SlideshowPath.title	
PicasaPy/OptionsTabSlideshow.qml	Loop slideshow	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („Diavetítés ismétlése”).	options/LoopSlideshow.title	
PicasaPy/OptionsTabSlideshow.qml	Play MP3 music during slideshow	elteres	Ugyanaz a jelölőnégyzet (Beállítások ▸ Diavetítés). Hivatalos: „Zenelejátszás a diavetítés alatt” → nálunk: „MP3-zene lejátszása a diavetítés alatt”.	options/PlayMP3Tracks.title	Play music tracks during slideshow (enUK)
PicasaPy/OptionsTabSlideshow.qml	Select a music folder:	elteres	Ugyanaz a címke (Beállítások ▸ Diavetítés). Hivatalos: „Zeneszámok mappájának kiválasztása:” → nálunk: „Válasszon zenemappát:”.	options/label104.title	Select a folder of music tracks: (enUK)
PicasaPy/OptionsTabWebAlbums.qml	Add a watermark to all photo uploads:	elteres	Ugyanaz a jelölőnégyzet (Beállítások ▸ Webalbumok). Hivatalos: „Vízjel hozzáadása az összes feltöltendő fotóhoz:” → nálunk: „Vízjel hozzáadása minden feltöltött fényképhez:”.	options/haswatermark.title	Add a watermark for all photo uploads: (enUK)
PicasaPy/OptionsTabWebAlbums.qml	Default upload size:	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („Alapértelmezett feltöltési méret:”).	options/labelgroup145.title	
PicasaPy/OptionsTabWebAlbums.qml	Don't confirm each sync (use previous settings)	elteres	Ugyanaz a jelölőnégyzet (Beállítások ▸ Webalbumok). Hivatalos: „Nem kérek megerősítő üzenetet minden szinkronizáláskor (a fenti beállításokat használom)” → nálunk: „Ne erősítse meg minden szinkronizálásnál (előző beállítások használata)”.	options/confirmsync::disable.title	Don't confirm every sync (use the above settings) (enUK)
PicasaPy/OptionsTabWebAlbums.qml	Keep original picture quality (uses more storage)	elteres	Ugyanaz a jelölőnégyzet (Beállítások ▸ Webalbumok). Hivatalos: „Az eredeti képminőség megőrzése (több tárterületet foglal)” → nálunk: „Eredeti képminőség megőrzése (több tárhelyet használ)”.	options/PWAUseHiQualityJPEG.title	Preserve original image quality (uses more storage) (enUK)
PicasaPy/OptionsTabWebAlbums.qml	Sync starred photos only	elteres	Ugyanaz a jelölőnégyzet (Beállítások ▸ Webalbumok). Hivatalos: „Csak a csillagozott fotók szinkronizálása” → nálunk: „Csak a csillagozott fényképek szinkronizálása”.	options/PWAStarred.title	Sync starred photos only (enUK)
PicasaPy/OptionsTabWebAlbums.qml	Upload name tags	elteres	Ugyanaz a beállítás (Beállítások ▸ Webalbumok), az eredetiben csoportcímke + jelölőnégyzet. Hivatalos: „Névcímkék:” + „Feltöltés a fotókkal” → nálunk: „Névcímkék feltöltése”.	options/enablefruploads.title	Name Tags: / Include with photo uploads (enUK)
PicasaPy/OptionsTabWebAlbums.qml	Upload previews first for large files	elteres	Ugyanaz a jelölőnégyzet (Beállítások ▸ Webalbumok). Hivatalos: „Nagyméretű fájlok szinkronizálásakor a program először az előnézeteket töltse fel” → nálunk: „Nagy fájloknál előbb az előnézetek feltöltése”.	options/PWAStriped.title	When syncing large files, upload previews first (enUK)
PicasaPy/PeoplePanel.qml	Named people who appear with the currently 	segedszoveg	Az Emberek panel dinamikus instrukcio-szovege (peoplepanel/instructions); ez az elem az eredetiben futasidoben toltodik ki, a statikus .tre kinyeres nem tartalmazza a tenyleges szoveget.		
PicasaPy/PeoplePanel.qml	No people have been found yet. As faces are 	segedszoveg	Ures allapot szoveg az Emberek panelen; nincs talalhato eredeti megfelelo.		
PicasaPy/PeoplePanel.qml	People who appear in the currently selected 	segedszoveg	Ugyanaz a dinamikus instrukcio-terulet, mas allapota; nincs talalhato statikus eredeti szoveg.		
PicasaPy/PerfMonitorPanel.qml	Performance monitor	sajat-funkcio	A Teljesítmény-monitor a docs/decisions/vedett-sajat-funkciok.md szerint saját funkció (#1364): fejlesztői eszköz, az eredeti Picasa 3.9 Súgó menüjében nincs ilyen menüpont vagy panel.		
PicasaPy/PerfMonitorPanel.qml	Save diagnostics...	sajat-funkcio	A Teljesítmény-monitor a docs/decisions/vedett-sajat-funkciok.md szerint saját funkció (#1364): fejlesztői eszköz, az eredeti Picasa 3.9 Súgó menüjében nincs ilyen menüpont vagy panel.		
PicasaPy/PhotoContextMenu.qml	Add to People Album	mero-vakfolt	A magyar szövegünk betűre egyezik a PplAlbumPhoto::ID_PEOPLEALBUMS hivatalos magyarjával (csak a & jel hiányzik); az angol eltér („Move to People Album”).	PplAlbumPhoto::ID_PEOPLEALBUMS	Move to People Album
PicasaPy/PhotoContextMenu.qml	Block Upload	mero-vakfolt	A magyar szövegünk betűre egyezik az AlbumPhoto::ID_SUPPRESS hivatalos magyarjával (csak a & jel hiányzik); az angol eltér („Block from Uploading”).	AlbumPhoto::ID_SUPPRESS	Block from Uploading
PicasaPy/PhotoContextMenu.qml	Ctrl+Delete	mero-vakfolt	A magyar szövegünk egyezik a ytMenu::CtrlPrefix + CMenuBar::Delete összefűzésével („Ctrl+Törlés”).	ytMenu::CtrlPrefix+CMenuBar::Delete	Ctrl+Delete
PicasaPy/PhotoContextMenu.qml	File on Disk	mero-vakfolt	A magyar szövegünk egyezik a CThumbUI::locateondiskmenu hivatalos magyarjával (a & jel és a Ctrl+Enter gyorsbillentyű-rész nélkül).	CThumbUI::locateondiskmenu	File on Disk
PicasaPy/PhotoContextMenu.qml	Locate Original on Disk	mero-vakfolt	A magyar szövegünk betűre egyezik a CThumbUI::locateorigondiskmenu_win hivatalos magyarjával (csak a & jel hiányzik); az angolban nálunk plusz „Locate” áll.	CThumbUI::locateorigondiskmenu_win	Original on Disk
PicasaPy/PhotoViewer.qml	Edit Faces	bizonytalan	Hiányzik a hivatalos forrás: arcszerkesztő kapcsoló buboréksúgójára nincs szöveg a korpuszban (editpanel/faces_button felirat nélkül).		
PicasaPy/PhotoViewer.qml	Edit the movie presentation	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (editpanel buboréksúgó); az eltérés csak az angolban van.	editpanel/editslideshow	Edit this Movie presentation
PicasaPy/PhotoViewer.qml	Redeye fixes cannot be recovered with redo.	elteres	Tördelés: a qsTr darab a teljes kérdés első mondata; az angol tartalmilag azonos, de a teljes magyar eltér. Hivatalos: „A vörösszemjavítások nem állíthatók helyre ismételt alkalmazással. Biztosan visszavonja a műveletet?” → nálunk: „A vörösszem-javítás az Újra paranccsal nem állítható vissza. Biztosan visszavonja?”.	IDS_CONFIRM_UNDO_REDEYE	Redeye fixes cannot be recovered with redo.\r\nAre you sure you want to undo?
PicasaPy/PhotoViewer.qml	Render the final collage from this draft	segedszoveg	Saját tooltip egy saját funkcióhoz (kollázs-piszkozat véglegesítése a nézőből); nincs megfelelője a forrásokban.		
PicasaPy/PhotoViewer.qml	Retouch fixes cannot be recovered with redo.	elteres	Tördelés: a qsTr darab a teljes kérdés első mondata; az angol tartalmilag azonos, de a teljes magyar eltér. Hivatalos: „A retusálási javítások nem állíthatók helyre ismételt alkalmazással. Biztosan visszavonja a műveletet?” → nálunk: „A retusálás az Újra paranccsal nem állítható vissza. Biztosan visszavonja?”.	IDS_CONFIRM_UNDO_RETOUCH	Retouch fixes cannot be recovered with redo.\r\nAre you sure you want to undo?
PicasaPy/PhotoViewer.qml	Show Faces	bizonytalan	Hiányzik a hivatalos forrás: a szerkesztőnézet arcgombja (editpanel/faces_button) létezik, de sem felirata, sem buboréksúgója nincs a korpuszban.		
PicasaPy/PhotoViewer.qml	Show only one picture	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (editpanel buboréksúgó); az eltérés csak az angolban van.	editpanel/only_1up_toggle	View only one image
PicasaPy/PhotoViewer.qml	Show the same picture twice	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (editpanel buboréksúgó); az eltérés csak az angolban van.	editpanel/aa_2up_toggle	View the same image twice
PicasaPy/PhotoViewer.qml	Show two different pictures	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (editpanel buboréksúgó); az eltérés csak az angolban van.	editpanel/ab_2up_toggle	View two different images
PicasaPy/PhotoViewer.qml	Start slideshow	segedszoveg	A kód-komment kifejezetten kimondja (#1857): ehhez a négy gombhoz 'NINCS kimért eredeti felirat — a szöveg SAJÁT... Ez tudatos eltérés.'		
PicasaPy/PhotoViewer.qml	Switch focus between the pictures	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (editpanel buboréksúgó); az eltérés csak az angolban van.	editpanel/swap_2up_focus	Switch which image has focus
PicasaPy/PhotoViewer.qml	The caption will replace the text you have 	segedszoveg	Más helyzethez tartozik, mint az IDS_REPLACE_CAPTION ('Are you sure you want to replace the existing caption with the contents of the clipboard?') — az a VÁGÓLAPRÓL beillesztésről szól, a mi szövegünk viszont a képfelirat MÁSOLÁSA a szövegeszközbe (más funkció, más kiváltó ok), csak a záró '(This operation is not undoable)' tagmondat egyezik.		
PicasaPy/PhotoViewer.qml	Video playback requires the Qt Multimedia module.	segedszoveg	A Qt Multimedia modul hiányára figyelmeztető szöveg; ez a helyzet az eredetiben nem állhat elő (natív Windows videólejátszó-keretet használt).		
PicasaPy/PicasaDataImportDialog.qml	Copying names, keywords and places from Picasa...	sajat-funkcio	"A docs/decisions/vedett-sajat-funkciok.md kifejezetten felsorolja: ""PicasaDataImportDialog.qml (#3132) — a régi Picasa adatbázisának átvétele... Az eredetinek ilyen parancsa nincs és nem is lehet — ő MAGA a db3 gazdája."""		
PicasaPy/PicasaDataImportDialog.qml	Import from Picasa	sajat-funkcio	"A docs/decisions/vedett-sajat-funkciok.md kifejezetten felsorolja: ""PicasaDataImportDialog.qml (#3132) — a régi Picasa adatbázisának átvétele... Az eredetinek ilyen parancsa nincs és nem is lehet — ő MAGA a db3 gazdája."""		
PicasaPy/PicasaDataImportDialog.qml	No Picasa data found on this computer.	sajat-funkcio	"A docs/decisions/vedett-sajat-funkciok.md kifejezetten felsorolja: ""PicasaDataImportDialog.qml (#3132) — a régi Picasa adatbázisának átvétele... Az eredetinek ilyen parancsa nincs és nem is lehet — ő MAGA a db3 gazdája."""		
PicasaPy/PicasaImportDialog.qml	Adopt	sajat-funkcio	A 'korabbi Picasa-telepites atvetele' (#146) sajat funkcio resze - elfogado gomb.		
PicasaPy/PicasaImportDialog.qml	Browse manually...	sajat-funkcio	A 'korabbi Picasa-telepites atvetele' (#146) sajat funkcio resze - kezi tallozas gomb.		
PicasaPy/PicasaImportDialog.qml	Import from Picasa	sajat-funkcio	A 'korabbi Picasa-telepites atvetele' (#146) sajat funkcio: csak egy Picasa-utodapp szamara ertelmes muvelet (a korabbi sajat telepites felderitese), az eredeti Picasaban ilyen forgatokonyv nem letezik. A dialogus cime esetlegesen egybeesik az eMenuFile::ID_GETMYSTUFF ('Import from Picasa Web Albums...') szoveggel, de az teljesen mas funkciohoz (webalbum-import) tartozik - nem bizonyithato eltérés, mas szerepu par.		
PicasaPy/PicasaImportDialog.qml	Looking for a previous Picasa installation…	sajat-funkcio	A 'korabbi Picasa-telepites atvetele' (#146) sajat funkcio resze - felderites folyamatban szoveg.		
PicasaPy/PicasaImportDialog.qml	Not now	sajat-funkcio	A 'korabbi Picasa-telepites atvetele' (#146) sajat funkcio resze - elutasito gomb.		
PicasaPy/PicasaImportDialog.qml	We couldn't find a previous Picasa installation 	sajat-funkcio	A 'korabbi Picasa-telepites atvetele' (#146) sajat funkcio resze - sikertelen felderites szovege.		
PicasaPy/PicasaImportDialog.qml	We found your previous Picasa installation. It 	sajat-funkcio	A 'korabbi Picasa-telepites atvetele' (#146) sajat funkcio resze - sikeres felderites szovege.		
PicasaPy/PicasaMenuBar.qml	About PicasaPy	elteres	SZÁNDÉKOS: a program neve PicasaPy, ezért „A PicasaPy névjegye” — a hivatalos szerkezet („A Picasa névjegye”) szerint, csak a terméknév más. Ugyanaz a Súgó-menütétel; a különbség csak a terméknév (kódkomment nem mondja ki szándékként). Hivatalos: „A Picasa &névjegye” → nálunk: „A PicasaPy névjegye”.	eMenuHelp::ID_HELP_ABOUT	&About Picasa
PicasaPy/PicasaMenuBar.qml	Compact Database...	segedszoveg	Az adatbázis-tömörítés funkció megvan (compacting.fen), de menüparancs nincs: a kimért Kísérleti almenü kilenc tétele közt nem szerepel.		
PicasaPy/PicasaMenuBar.qml	Dark Theme	sajat-funkcio	"A docs/decisions/vedett-sajat-funkciok.md kifejezetten felsorolja a Sötét témát (Theme.qml, #28/#1364): ""Az eredeti Picasa 3.9-nek egyetlen, világos megjelenése van."" Ez a menütétel indítja a sötét témát."		
PicasaPy/PicasaMenuBar.qml	English	segedszoveg	A nyelvválasztás funkció megvan, de az eredetiben a Beállítások legördülőjében, nem menüben — ez a menütétel nincs meg.		
PicasaPy/PicasaMenuBar.qml	Find Faces...	segedszoveg	Az arckeresés funkció megvan, de menüparancs nincs: a kódkomment szerint a „Find Faces” felirat a teljes szövegtárban nem szerepel, az Eszközök menü kimért szerkezetében nincs ilyen tétel (a „Scanning for faces...” állapotüzenet más helyzet).		
PicasaPy/PicasaMenuBar.qml	Import from Picasa...	sajat-funkcio	Ez a menütétel nyitja meg a PicasaDataImportDialog.qml-t, amit a docs/decisions/vedett-sajat-funkciok.md kifejezetten véd (#3132) — az eredetinek nincs és nem is lehet ilyen parancsa, hiszen ő maga a régi adatbázis gazdája.		
PicasaPy/PicasaMenuBar.qml	Language	segedszoveg	A nyelvválasztás funkció megvan, de az eredetiben a Beállítások párbeszéd „Nyelv:” mezőjében, nem menüben — a menütétel helyzete nincs meg.		
PicasaPy/PicasaMenuBar.qml	Manage Duplicates...	sajat-funkcio	"A docs/decisions/vedett-sajat-funkciok.md kifejezetten felsorolja: ""PicasaMenuBar.qml (#287) — a Duplikátum-kereső párbeszéd az Eszközök menüben... önálló kereső-párbeszéd nincs. A miénk tudatos hozzáadás."" (Az eredetiben helyette az eMenuTools::ID_DUPES ""Show Duplicate Files"" és az importáláskori/keresősávos mechanizmus él.)"		
PicasaPy/PicasaMenuBar.qml	New Movie...	segedszoveg	"A Létrehozás ▸ Mozgófilm ALMENÜ egyetlen tétele. A fájl megjegyzése szerint (#324 audit) az eredetiben ez almenü volt TÖBB tétellel (pl. eMenuCreateMovie::ID_FACES ""From Faces in Selection..."", ID_FACESRANDOM ""From People Albums...""), nálunk csak az egyetlen működő filmkészítés maradt az almenü tartalmaként — ez az összevont, saját felirat, a konkrét eredeti tételek egyikével sem azonos."		
PicasaPy/PicasaMenuBar.qml	Online Information	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („&Online információ”, csak a gyorsbillentyű-jel hiányzik); az angol eltérés a magyar felületen nem látszik.	eMenuHelp::ID_HELP_PICASA_README	Online &ReadMe
PicasaPy/PicasaMenuBar.qml	Performance Monitor	sajat-funkcio	"A docs/decisions/vedett-sajat-funkciok.md kifejezetten felsorolja: ""PicasaMenuBar.qml (#1364) — a Teljesítmény-monitor a Súgó menüben: fejlesztői eszköz, az eredetiben nincs ilyen menüpont."""		
PicasaPy/PicasaMenuBar.qml	Product Release Notes	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („&Termékkiadási tájékoztató”, csak a gyorsbillentyű-jel hiányzik).	eMenuHelp::ID_HELP_RELEASENOTES	Release &Notes
PicasaPy/PicasaMenuBar.qml	Recent &changes	sajat-funkcio	"A docs/decisions/vedett-sajat-funkciok.md kifejezetten felsorolja: ""PicasaMenuBar.qml (#1595) — a Mappa ▸ Rendezés ▸ »Legutóbbi változtatások« tétel... nincs benne »legutóbbi változtatások«... Nálunk viszont működő, hasznos rendezés."""		
PicasaPy/PicasaMenuBar.qml	Send Log...	sajat-funkcio	"A ""Napló elküldése..."" menütétel a tesztüzem (Test Mode, #1701/#1654/#2553) saját eszközének a része — ugyanaz a saját funkció, mint a #142-es sor."		
PicasaPy/PicasaMenuBar.qml	Show	mero-vakfolt	A mért Mappa menü 3. csoportja „Elrejtés · Megjelenítés” (docs/specs/picasa-menusor-csoportok.md); a mi magyarunk („Megjelenítés”) ezzel betűre egyezik.		
PicasaPy/PicasaMenuBar.qml	TEST MODE — logging startup	sajat-funkcio	"A tesztüzem (Test Mode) állapotjelzője a menüsorban. A fájl `#1701` megjegyzése kifejezetten kimondja: ""a tesztüzem a PicasaPy saját eszköze — az eredeti Picasában nincs megfelelője""."		
PicasaPy/PicasaMenuBar.qml	Test Mode (logs the next startup)	sajat-funkcio	"A fájl saját megjegyzése (`sajat: true`, #1701) kifejezetten kimondja: ""a tesztüzem a PicasaPy saját eszköze — az eredeti Picasában nincs megfelelője."""		
PicasaPy/PicasaMenuBar.qml	Undo Batch Edit	segedszoveg	A funkció megvan, de a menütétel nem: a kódkomment szerint TUDATOS TÖBBLET — az eredeti Szerkesztés menüjében nincs visszavonás.		
PicasaPy/PicasaMenuBar.qml	Undo Paste All Effects	segedszoveg	A funkció megvan, de a menütétel nem: a kódkomment szerint TUDATOS TÖBBLET — az eredeti Szerkesztés menüjének 11 mért kulcsa közt nincs visszavonás.		
PicasaPy/PicasaMenuItem.qml	This is a PicasaPy addition — the original Picasa did not have it.	segedszoveg	"Ez maga a generikus ""ez PicasaPy-többlet"" jelölő-tooltip szövege, amit a `sajat: true` jelölésű menütételek (pl. Sötét téma, Teljesítmény-monitor) kapnak — definíció szerint saját, magyarázó/hozzáférhetőségi szöveg, nem egy konkrét funkcióhoz kötött felirat."		
PicasaPy/PicasaNotifier.qml	Copy saved	segedszoveg	Sikeres masolat-mentes ertesites; nincs talalhato eredeti megfelelo (a Save a Copy funkcio eredeti, de a sikeruzenet szovege nem talalhato).		
PicasaPy/PicasaNotifier.qml	The collage is ready (click here)	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („A kollázs kész (kattintson ide)”).	collage::done	Collage Finished! (click to view)
PicasaPy/PicasaScrollBar.qml	Next album	segedszoveg	"Az album-navigáció ""következő"" nyílgombjának felirata; ugyanaz az indoklás, mint az előzőnél."		
PicasaPy/PicasaScrollBar.qml	Previous album	segedszoveg	"Az album-navigáció ""előző"" nyílgombjának felirata; feltehetően ikon-gomb hozzáférhetőségi neve, nincs hozzá talált hivatalos szöveges forrás."		
PicasaPy/PlacesPanel.qml	Right-click the map to place the selected pictures.	segedszoveg	Saját súgószöveg a térképre kattintás módjáról; a geopanel/geo_info elem (ui-leltar.csv) üres felirat-mezővel szerepel, tehát az eredeti nem ír ki ide szöveget.		
PicasaPy/PlacesPanel.qml	The map component (QtLocation) is not available. Geotags can still be edited.	segedszoveg	A QtLocation térkép-modul hiányára figyelmeztető saját szöveg; ez a helyzet az eredetiben nem állhat elő.		
PicasaPy/PrintDialog.qml	(not selected)	segedszoveg	Nincs kivalasztott celfajl allapotjelzo; nincs talalhato eredeti megfelelo.		
PicasaPy/PrintDialog.qml	Browse...	segedszoveg	'Tallozas...' gomb - natív OS fajlvalaszto, nincs Picasa-authoralt sztring rea, ugyanaz az indoklas mint a tobbi Browse... elofordulasnal.		
PicasaPy/PrintDialog.qml	Choose the target file.	segedszoveg	Celfajl-valaszto dialogus utasitasa (PDF-be nyomtatasnal); nincs talalhato eredeti megfelelo - az eredetiben ezt a natív OS nyomtato-dialogus adta.		
PicasaPy/PrintDialog.qml	Columns:	segedszoveg	Oszlopszam mezo felirata; nincs talalhato eredeti megfelelo.		
PicasaPy/PrintDialog.qml	Copies of each picture:	segedszoveg	Peldanyszam mezo felirata; nincs talalhato eredeti megfelelo.		
